11-1011,Chief Executives,"Determine and formulate policies and provide overall direction of companies or private and public sector organizations within guidelines set up by a board of directors or similar governing body. Plan, direct, or coordinate operational activities at the highest level of management with the help of subordinate executives and staff managers."
49-3023,Automotive Service Technicians and Mechanics,Auto Clutch Specialist
49-3023,Automotive Service Technicians and Mechanics,Auto Radiator Specialist
49-3023,Automotive Service Technicians and Mechanics,Auto Suspension and Steering Mechanic
49-3023,Automotive Service Technicians and Mechanics,Auto Transmission Specialist
49-3023,Automotive Service Technicians and Mechanics,Automotive Alignment Specialist
49-3023,Automotive Service Technicians and Mechanics,Automotive Brake Adjuster
49-3023,Automotive Service Technicians and Mechanics,Automotive Brake Specialist
49-3023,Automotive Service Technicians and Mechanics,Automotive Brake Technician
49-3023,Automotive Service Technicians and Mechanics,Automotive Fuel Injection Servicer
49-3023,Automotive Service Technicians and Mechanics,Automotive Fuel Systems Converter
49-3023,Automotive Service Technicians and Mechanics,Automotive Specialty Technician
49-3023,Automotive Service Technicians and Mechanics,Hybrid Car Mechanic
49-3023,Automotive Service Technicians and Mechanics,Motor Tune-Up Specialist
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,Biodiesel Engine Specialist
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,Diesel Engine Fitter
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,Diesel Service Technician
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,Marine Diesel Technician
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,School Bus Mechanic
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,Tractor Trailer Mechanic
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,Truck Engine Technician
49-3041,Farm Equipment Mechanics and Service Technicians,Agricultural Equipment Mechanic
49-3041,Farm Equipment Mechanics and Service Technicians,Combine Mechanic
49-3041,Farm Equipment Mechanics and Service Technicians,Dairy Equipment Mechanic
49-3041,Farm Equipment Mechanics and Service Technicians,Dairy Equipment Repairer
49-3041,Farm Equipment Mechanics and Service Technicians,Harvester Mechanic
49-3041,Farm Equipment Mechanics and Service Technicians,Irrigation Equipment Mechanic
49-3041,Farm Equipment Mechanics and Service Technicians,Milking Machine Mechanic
49-3041,Farm Equipment Mechanics and Service Technicians,Tractor Mechanic
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",Bulldozer Mechanic
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",Construction Equipment Mechanic
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",Dragline Mechanic
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",Forklift Mechanic
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",Forklift Technician
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",Logging Equipment Mechanic
49-3043,Rail Car Repairers,Freight Car Repairer
49-3043,Rail Car Repairers,Mine Car Mechanic
49-3043,Rail Car Repairers,Rail Car Maintenance Mechanic
49-3043,Rail Car Repairers,Rail Car Mechanic
49-3043,Rail Car Repairers,Streetcar Repairer
49-3043,Rail Car Repairers,Subway Car Repairer
49-3043,Rail Car Repairers,Tank Car Reconditioner
49-3043,Rail Car Repairers,Trolley Car Mechanic
49-3043,Rail Car Repairers,Trolley Car Overhauler
49-3051,Motorboat Mechanics and Service Technicians,Certified Marine Mechanic
49-3051,Motorboat Mechanics and Service Technicians,Marine Propulsion Technician
49-3051,Motorboat Mechanics and Service Technicians,Marine Technician
49-3051,Motorboat Mechanics and Service Technicians,Motorboat Mechanic
49-3051,Motorboat Mechanics and Service Technicians,Outboard Motor Mechanic
49-3051,Motorboat Mechanics and Service Technicians,Outboard Technician
49-3052,Motorcycle Mechanics,All Terrain Vehicle Technician
49-3052,Motorcycle Mechanics,ATV Technician
49-3052,Motorcycle Mechanics,Motor Scooter Mechanic
49-3052,Motorcycle Mechanics,Motorcycle Repairer
49-3052,Motorcycle Mechanics,Motorcycle Service Technician
49-3052,Motorcycle Mechanics,Motorcycle Technician
49-3052,Motorcycle Mechanics,Scooter Mechanic
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,Chain Saw Mechanic
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,Edge Trimmer Mechanic
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,Electric Golf Cart Repairers
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,Electric Wheelchair Repairer
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,Go-Cart Mechanic
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,Golf Cart Mechanic
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,Lawn Mower Repairer
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,Mobility Scooter Repairer
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,Power Saw Mechanic
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,Power Wheelchair Mechanic
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,Snowblower Mechanic
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,Snowmobile Mechanic
49-3091,Bicycle Repairers,Bicycle Mechanic
49-3091,Bicycle Repairers,Bicycle Service Technician
49-3091,Bicycle Repairers,Bike Mechanic
49-3092,Recreational Vehicle Service Technicians,Master Certified RV Technician
49-3092,Recreational Vehicle Service Technicians,Mobile Service Recreational Vehicle Technician
49-3092,Recreational Vehicle Service Technicians,Recreational Vehicle (RV) Repairer
49-3092,Recreational Vehicle Service Technicians,Recreational Vehicle Mechanic
49-3092,Recreational Vehicle Service Technicians,RV Mechanic
49-3092,Recreational Vehicle Service Technicians,RV Servicer
49-3092,Recreational Vehicle Service Technicians,RVDA Master Certified RV Technician
49-3093,Tire Repairers and Changers,Auto Tire Worker
49-3093,Tire Repairers and Changers,Tire Balancer
49-3093,Tire Repairers and Changers,Tire Fixer
49-3093,Tire Repairers and Changers,Tire Mechanic
49-3093,Tire Repairers and Changers,Tire Mounter
49-3093,Tire Repairers and Changers,Tire Servicer
49-3093,Tire Repairers and Changers,Tire Technician
49-9011,Mechanical Door Repairers,Automatic Door Mechanic
49-9011,Mechanical Door Repairers,Door Closer Mechanic
49-9011,Mechanical Door Repairers,Garage Door Technician
49-9011,Mechanical Door Repairers,Overhead Door Technician
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",Air Valve Mechanic
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",Electric Meter Installer
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",Gas Meter Installer
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",Gas Meter Mechanic
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",Thermostat Repairer
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",Valve Mechanic
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",Water Meter Installer
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",Air Conditioning Service Technician
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",Bulk Cooler Installer
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",Evaporative Cooler Installer
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",Furnace Converter
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",Furnace Fitter
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",Gas Furnace Installer
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","Heating, Ventilation, and Air Conditioning (HVAC) Mechanic"
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",Oil Burner Repairer
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",Oil Furnace Installer
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",Refrigeration Systems Installer
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",Stoker Installer
49-9031,Home Appliance Repairers,Certified Appliance Service Technician
49-9031,Home Appliance Repairers,Electric Stove Installer
49-9031,Home Appliance Repairers,Gas Appliance Repairer
49-9031,Home Appliance Repairers,Gas Appliance Servicer
49-9031,Home Appliance Repairers,Home Appliance Installer
49-9031,Home Appliance Repairers,Stove Installer
49-9031,Home Appliance Repairers,Vacuum Cleaner Repair Person
49-9031,Home Appliance Repairers,Vacuum Cleaner Repairer
49-9031,Home Appliance Repairers,Washing Machine Installer
49-9031,Home Appliance Repairers,Washing Machine Repairer
49-9031,Home Appliance Repairers,Window Air Conditioner Installer
49-9041,Industrial Machinery Mechanics,Bag Machine Adjuster
49-9041,Industrial Machinery Mechanics,Boilerhouse Mechanic
49-9041,Industrial Machinery Mechanics,Foundry Equipment Mechanic
49-9041,Industrial Machinery Mechanics,Hydroelectric Machinery Mechanic
49-9041,Industrial Machinery Mechanics,Industrial Conveyor Belt Repairer
49-9041,Industrial Machinery Mechanics,Loom Fixer
49-9041,Industrial Machinery Mechanics,Loom Technician
49-9043,"Maintenance Workers, Machinery",Crane Oiler
49-9044,Millwrights,Construction Millwright
49-9044,Millwrights,Machine Erector
49-9044,Millwrights,Machinery Dismantler
49-9044,Millwrights,Maintenance Millwright
49-9044,Millwrights,Manufacturing Millwright
49-9045,"Refractory Materials Repairers, Except Brickmasons",Bondactor Machine Operator
49-9045,"Refractory Materials Repairers, Except Brickmasons",Cupola Repairer
49-9045,"Refractory Materials Repairers, Except Brickmasons",Kiln Door Builder
49-9045,"Refractory Materials Repairers, Except Brickmasons",Ladle Repairer
49-9045,"Refractory Materials Repairers, Except Brickmasons",Refractory Repairer
49-9051,Electrical Power-Line Installers and Repairers,Electric Powerline Examiner
49-9051,Electrical Power-Line Installers and Repairers,Electric Utility Lineworker
49-9051,Electrical Power-Line Installers and Repairers,Electrical High Tension Tester
49-9051,Electrical Power-Line Installers and Repairers,Electrical Lineworker
49-9051,Electrical Power-Line Installers and Repairers,Power Lineworker
49-9051,Electrical Power-Line Installers and Repairers,Underground Conduit Installer
49-9052,Telecommunications Line Installers and Repairers,Cable Television Installer
49-9052,Telecommunications Line Installers and Repairers,Fiber Optic Technician
49-9052,Telecommunications Line Installers and Repairers,FIOS Line Installer
49-9052,Telecommunications Line Installers and Repairers,Telecommunication Lines Repairer
49-9052,Telecommunications Line Installers and Repairers,Telecommunications Line Installer
49-9052,Telecommunications Line Installers and Repairers,Telephone Cable Splicer
49-9052,Telecommunications Line Installers and Repairers,Telephone Lines Repairer
49-9052,Telecommunications Line Installers and Repairers,Telephone Lineworker
49-9061,Camera and Photographic Equipment Repairers,Aircraft Photographic Equipment Repairer
49-9061,Camera and Photographic Equipment Repairers,Camera Machinist
49-9061,Camera and Photographic Equipment Repairers,Camera Repair Technician
49-9061,Camera and Photographic Equipment Repairers,Camera Repairer
49-9061,Camera and Photographic Equipment Repairers,Photographic Equipment Technician
49-9062,Medical Equipment Repairers,Biomedical Electronics Technician
49-9062,Medical Equipment Repairers,Biomedical Equipment Technician
49-9062,Medical Equipment Repairers,BMET
49-9062,Medical Equipment Repairers,Certified Biomedical Equipment Technician
49-9062,Medical Equipment Repairers,Dental Equipment Mechanic
49-9062,Medical Equipment Repairers,Dental Equipment Repairer
49-9062,Medical Equipment Repairers,Durable Medical Equipment Repairer
49-9062,Medical Equipment Repairers,Electromedical Equipment Technician
49-9062,Medical Equipment Repairers,Radiology Equipment Servicer
49-9062,Medical Equipment Repairers,Surgical Instrument Mechanic
49-9063,Musical Instrument Repairers and Tuners,Accordion Repairer
49-9063,Musical Instrument Repairers and Tuners,Band Instrument Repair Technician
49-9063,Musical Instrument Repairers and Tuners,Banjo Repairer
49-9063,Musical Instrument Repairers and Tuners,Bow Rehairer
49-9063,Musical Instrument Repairers and Tuners,Brass and Wind Instrument Repairer
49-9063,Musical Instrument Repairers and Tuners,Chip Tuner
49-9063,Musical Instrument Repairers and Tuners,Fretted String Instrument Repairer
49-9063,Musical Instrument Repairers and Tuners,Guitar Builder
49-9063,Musical Instrument Repairers and Tuners,Guitar Repairer
49-9063,Musical Instrument Repairers and Tuners,Keyboard Instrument Repairer
49-9063,Musical Instrument Repairers and Tuners,Luthier
49-9063,Musical Instrument Repairers and Tuners,Mandolin Repairer
49-9063,Musical Instrument Repairers and Tuners,Organ Installer
49-9063,Musical Instrument Repairers and Tuners,Organ Tuner
49-9063,Musical Instrument Repairers and Tuners,Percussion Instrument Repairer
49-9063,Musical Instrument Repairers and Tuners,Piano Regulator
49-9063,Musical Instrument Repairers and Tuners,Piano Technician
49-9063,Musical Instrument Repairers and Tuners,Piano Tuner
49-9063,Musical Instrument Repairers and Tuners,Pipe Organ Technician
49-9063,Musical Instrument Repairers and Tuners,Stringed Instrument Repairer
49-9063,Musical Instrument Repairers and Tuners,Tone Regulator
49-9063,Musical Instrument Repairers and Tuners,Violin Repairer
49-9064,Watch and Clock Repairers,Antique Clock Repairer
49-9064,Watch and Clock Repairers,Chronometer Repairer
49-9064,Watch and Clock Repairers,Clock Repair Technician
49-9064,Watch and Clock Repairers,Clockmaker
49-9064,Watch and Clock Repairers,Clocksmith
49-9064,Watch and Clock Repairers,Horologist
49-9064,Watch and Clock Repairers,Time Piece Repairer
49-9064,Watch and Clock Repairers,Watchmaker
49-9069,"Precision Instrument and Equipment Repairers, All Other",Gyroscope Repairer
49-9069,"Precision Instrument and Equipment Repairers, All Other",Scale Adjuster
49-9069,"Precision Instrument and Equipment Repairers, All Other",Telescope Repairer
49-9071,"Maintenance and Repair Workers, General",Building Maintenance Mechanic
49-9071,"Maintenance and Repair Workers, General",Building Mechanic
49-9071,"Maintenance and Repair Workers, General",Building Services Mechanic
49-9071,"Maintenance and Repair Workers, General",Facilities Maintenance Worker
49-9071,"Maintenance and Repair Workers, General",General Maintenance Worker
49-9071,"Maintenance and Repair Workers, General",Maintenance Mechanic
49-9071,"Maintenance and Repair Workers, General",Mechanics Handyman
49-9071,"Maintenance and Repair Workers, General",Plant Maintenance Technician
49-9081,Wind Turbine Service Technicians,Wind Energy Mechanic
49-9081,Wind Turbine Service Technicians,Wind Energy Technician
49-9081,Wind Turbine Service Technicians,Wind Turbine Mechanic
49-9081,Wind Turbine Service Technicians,Wind Turbine Technician
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",Arcade Games Mechanic
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",Coin Box Collector
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",Juke Box Mechanic
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",Parking Meter Collector
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",Slot Machine Mechanic
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",Slot Technician
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",Stamp Machine Servicer
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",Vending Machine Filler
49-9092,Commercial Divers,Marine Diver
49-9092,Commercial Divers,Non Destructive Testing Underwater Welder
49-9092,Commercial Divers,Salvage Diver
49-9092,Commercial Divers,Scuba Diver
49-9092,Commercial Divers,Submarine Diver
49-9092,Commercial Divers,Underwater Welder
49-9094,Locksmiths and Safe Repairers,Key Maker
49-9094,Locksmiths and Safe Repairers,Keysmith
49-9094,Locksmiths and Safe Repairers,Lock Expert
49-9094,Locksmiths and Safe Repairers,Lock Fitter
49-9094,Locksmiths and Safe Repairers,Lock Setter
49-9094,Locksmiths and Safe Repairers,Lock Technician
49-9094,Locksmiths and Safe Repairers,Locksmith
49-9094,Locksmiths and Safe Repairers,Safe and Vault Installer
49-9094,Locksmiths and Safe Repairers,Safe and Vault Mechanic
49-9095,Manufactured Building and Mobile Home Installers,Housetrailer Servicer
49-9095,Manufactured Building and Mobile Home Installers,Mobile Home Mechanic
49-9095,Manufactured Building and Mobile Home Installers,Mobile Home Servicer
49-9095,Manufactured Building and Mobile Home Installers,Mobile Home Technician
49-9095,Manufactured Building and Mobile Home Installers,Modular Home Crew Member
49-9096,Riggers,Acrobatic Rigger
49-9096,Riggers,Boat Rigger
49-9096,Riggers,Crane Rigger
49-9096,Riggers,Fly Rail Operator
49-9096,Riggers,Gantry Rigger
49-9096,Riggers,High Rigger
49-9096,Riggers,Marine Rigger
49-9096,Riggers,Parachute Rigger
49-9096,Riggers,Ship Rigger
49-9096,Riggers,Theatrical Rigger
49-9096,Riggers,Wire Rigger
49-9096,Riggers,Yacht Rigger
49-9096,Riggers,Yard Rigger
49-9097,Signal and Track Switch Repairers,Electric Track Switch Maintainer
49-9097,Signal and Track Switch Repairers,Light Rail Signal Technician
49-9097,Signal and Track Switch Repairers,Rail Signal Mechanic
49-9097,Signal and Track Switch Repairers,Railway Signal Technician
49-9097,Signal and Track Switch Repairers,Third Rail Installer
49-9097,Signal and Track Switch Repairers,Train Control Electronic Technician
49-9097,Signal and Track Switch Repairers,Train Control Technician
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",Automobile Body Repairer Helper
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",Cable Splicer Helper
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",Hydroelectric Machinery Mechanic Helper
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",Locksmith Helper
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",Logging Equipment Mechanic Helper
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",Mechanic's Assistant
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",Meter Repairer Helper
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",Motorboat Mechanic Helper
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",Powerhouse Mechanic Helper
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",Streetcar Repairer Helper
49-9099,"Installation, Maintenance, and Repair Workers, All Other",Bowling Alley Mechanic
49-9099,"Installation, Maintenance, and Repair Workers, All Other",Curtain Mender
49-9099,"Installation, Maintenance, and Repair Workers, All Other",Fabric Awning Repairer
49-9099,"Installation, Maintenance, and Repair Workers, All Other",Fire Extinguisher Installer
49-9099,"Installation, Maintenance, and Repair Workers, All Other",Gasoline Pump Installer
49-9099,"Installation, Maintenance, and Repair Workers, All Other",Gunsmith
49-9099,"Installation, Maintenance, and Repair Workers, All Other",Hand-Woven Carpet and Rug Mender
49-9099,"Installation, Maintenance, and Repair Workers, All Other",Parachute Repairer
49-9099,"Installation, Maintenance, and Repair Workers, All Other",Sail Repairer
49-9099,"Installation, Maintenance, and Repair Workers, All Other",Ski Lift Mechanic
49-9099,"Installation, Maintenance, and Repair Workers, All Other",Tarp Repairer
49-9099,"Installation, Maintenance, and Repair Workers, All Other",Wheelwright
49-9099,"Installation, Maintenance, and Repair Workers, All Other",Window Shade Installer
51-1011,First-Line Supervisors of Production and Operating Workers,Assembly Line Supervisor
51-1011,First-Line Supervisors of Production and Operating Workers,Assembly Supervisor
51-1011,First-Line Supervisors of Production and Operating Workers,Die Cast Supervisor
51-1011,First-Line Supervisors of Production and Operating Workers,Machine Assembler Supervisor
51-1011,First-Line Supervisors of Production and Operating Workers,Machinist Supervisor
51-1011,First-Line Supervisors of Production and Operating Workers,Molding Supervisor
51-1011,First-Line Supervisors of Production and Operating Workers,Paper Machine Supervisor
51-1011,First-Line Supervisors of Production and Operating Workers,Printing Supervisor
51-1011,First-Line Supervisors of Production and Operating Workers,Printing Worker Supervisor
51-1011,First-Line Supervisors of Production and Operating Workers,Tool Room Supervisor
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Aircraft De-Icer Installer
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Aircraft Fuselage Framer
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Aircraft Layout Worker
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Aircraft Line Assembler
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Aircraft Part Assembler
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Aircraft Riveter
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Aircraft Sheet Metal Mechanic
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Helicopter Airframe Mechanic
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Propeller Layout Worker
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Wing Coverer
51-2021,"Coil Winders, Tapers, and Finishers",Coil Builder
51-2021,"Coil Winders, Tapers, and Finishers",Coil Former
51-2021,"Coil Winders, Tapers, and Finishers",Coil Winder
51-2021,"Coil Winders, Tapers, and Finishers",Motor Rewinder
51-2021,"Coil Winders, Tapers, and Finishers",Motor Winder
51-2021,"Coil Winders, Tapers, and Finishers",Multiple Coil Winder
51-2021,"Coil Winders, Tapers, and Finishers",Rotor Coil Taper
51-2021,"Coil Winders, Tapers, and Finishers",Wire Coiler
51-2021,"Coil Winders, Tapers, and Finishers",Wire Winder
51-2021,"Coil Winders, Tapers, and Finishers",Wire Winding Machine Tender
51-2022,Electrical and Electronic Equipment Assemblers,Anode Builder
51-2022,Electrical and Electronic Equipment Assemblers,Armature Assembler
51-2022,Electrical and Electronic Equipment Assemblers,Battery Assembler
51-2022,Electrical and Electronic Equipment Assemblers,Battery Builder
51-2022,Electrical and Electronic Equipment Assemblers,Breaker Unit Assembler
51-2022,Electrical and Electronic Equipment Assemblers,Circuit Board Assembler
51-2022,Electrical and Electronic Equipment Assemblers,Computer Assembler
51-2022,Electrical and Electronic Equipment Assemblers,Coping Machine Assembler
51-2022,Electrical and Electronic Equipment Assemblers,Electric Motor Controls Assembler
51-2022,Electrical and Electronic Equipment Assemblers,Electric Sign Assembler
51-2022,Electrical and Electronic Equipment Assemblers,Electrical Assembler
51-2022,Electrical and Electronic Equipment Assemblers,Electrical Controls Assembler
51-2022,Electrical and Electronic Equipment Assemblers,Electronic Assembler
51-2022,Electrical and Electronic Equipment Assemblers,Electronic Sensing Equipment Assembler
51-2022,Electrical and Electronic Equipment Assemblers,Electronic Wirer
51-2022,Electrical and Electronic Equipment Assemblers,Switchbox Assembler
51-2022,Electrical and Electronic Equipment Assemblers,Transformer Assembler
51-2022,Electrical and Electronic Equipment Assemblers,Transformer Maker
51-2023,Electromechanical Equipment Assemblers,Electromechanical Assembler
51-2023,Electromechanical Equipment Assemblers,Microwave Oven Assembler
51-2023,Electromechanical Equipment Assemblers,Programmable Logic Controller Assembler
51-2023,Electromechanical Equipment Assemblers,Synchronous Motor Assembler
51-2023,Electromechanical Equipment Assemblers,Vacuum Cleaner Assembler
51-2023,Electromechanical Equipment Assemblers,Vending Machine Assembler
51-2031,Engine and Other Machine Assemblers,Aircraft Engine Assembler
51-2031,Engine and Other Machine Assemblers,Assembling Motor Builder
51-2031,Engine and Other Machine Assemblers,Clutch Housing Assembler
51-2031,Engine and Other Machine Assemblers,Engine Builder
51-2031,Engine and Other Machine Assemblers,Gas Turbine Assembler
51-2031,Engine and Other Machine Assemblers,Generator Assembler
51-2031,Engine and Other Machine Assemblers,Jet Engine Assembler
51-2031,Engine and Other Machine Assemblers,Machine Builder
51-2031,Engine and Other Machine Assemblers,Sewing Machine Assembler
51-2031,Engine and Other Machine Assemblers,Steam Turbine Assembler
51-2031,Engine and Other Machine Assemblers,Truck Transmission Assembler
51-2031,Engine and Other Machine Assemblers,Truck Transmission Builder
51-2041,Structural Metal Fabricators and Fitters,Mill Beam Fitter
51-2041,Structural Metal Fabricators and Fitters,Protector Plate Attacher
51-2051,Fiberglass Laminators and Fabricators,Fiberglass Boat Builder
51-2051,Fiberglass Laminators and Fabricators,Fiberglass Fabricator
51-2051,Fiberglass Laminators and Fabricators,Fiberglass Grinder
51-2051,Fiberglass Laminators and Fabricators,Fiberglass Laminator
51-2051,Fiberglass Laminators and Fabricators,Fiberglass Luggage Molder
51-2051,Fiberglass Laminators and Fabricators,Fiberglass Machine Operator
51-2051,Fiberglass Laminators and Fabricators,Fiberglass Roller
51-2051,Fiberglass Laminators and Fabricators,Fiberglass Ski Maker
51-2051,Fiberglass Laminators and Fabricators,Fiberglasser
51-2061,Timing Device Assemblers and Adjusters,Digital Watch Assembler
51-2061,Timing Device Assemblers and Adjusters,Electrical Timing Device Adjuster
51-2061,Timing Device Assemblers and Adjusters,Marine Chronometer Assembler
51-2061,Timing Device Assemblers and Adjusters,Time Stamp Assembler
51-2092,Team Assemblers,Lead Team Assembler
51-2092,Team Assemblers,Team Assembly Line Machine Operator
51-2092,Team Assemblers,Team Automobile Assembler
51-2099,"Assemblers and Fabricators, All Other",Air Bag Builder
51-2099,"Assemblers and Fabricators, All Other",Auto Battery Builder
51-2099,"Assemblers and Fabricators, All Other",Barrel Straightener
51-2099,"Assemblers and Fabricators, All Other",Crate Builder
51-2099,"Assemblers and Fabricators, All Other",Doll Maker
51-2099,"Assemblers and Fabricators, All Other",Lure Maker
51-2099,"Assemblers and Fabricators, All Other",Quilt Stuffer
51-3011,Bakers,Bagel Maker
51-3011,Bakers,Bread Baker
51-3011,Bakers,Dough Maker
51-3011,Bakers,Pastry Baker
51-3011,Bakers,Pastry Finisher
51-3011,Bakers,Pie Baker
51-3011,Bakers,Pie Maker
51-3021,Butchers and Meat Cutters,Butcher
51-3021,Butchers and Meat Cutters,Butcher Apprentice
51-3021,Butchers and Meat Cutters,Halal Butcher
51-3021,Butchers and Meat Cutters,Kosher Butcher
51-3021,Butchers and Meat Cutters,Meat Carver
51-3021,Butchers and Meat Cutters,Meat Clerk
51-3021,Butchers and Meat Cutters,Meat Counter Worker
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",Crab Picker
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",Deboner
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",Fish Cutter
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",Fish Filleter
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",Frozen Meat Cutter
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",Meat Trimmer
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",Oyster Shucker
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",Poultry Cutter
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",Poultry Eviscerator
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",Shrimp Peeler
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",Shrimp Picker
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",Wing Scorer
51-3023,Slaughterers and Meat Packers,Beef Splitter
51-3023,Slaughterers and Meat Packers,Cattle Killer
51-3023,Slaughterers and Meat Packers,Halal Meat Packer
51-3023,Slaughterers and Meat Packers,Hog Slaughterer
51-3023,Slaughterers and Meat Packers,Meat Packer
51-3023,Slaughterers and Meat Packers,Meat Processor
51-3023,Slaughterers and Meat Packers,Poultry Slaughterer
51-3023,Slaughterers and Meat Packers,Shochet
51-3023,Slaughterers and Meat Packers,Slaughterer
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Bean Roaster
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Coffee Roaster
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Fish Smoker
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Food Dehydrator Operator
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Grain Roaster
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Malt House Kiln Operator
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Meat Curer
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Meat Smoker
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Sausage Smoker
