Intel,"Intel Corporation is an American multinational corporation and technology company headquartered in Santa Clara, California, and incorporated in Delaware. Intel is one of the world's largest semiconductor chip manufacturers by revenue and ranked in the Fortune 500 list of the largest United States corporations by revenue for nearly a decade, from 2007 to 2016 fiscal years, until it was removed from the ranking in 2018. In 2020, it was reinstated and ranked 45th, being the 7th-largest technology company in the ranking.
Intel supplies microprocessors for most manufacturers of computer systems, and is one of the developers of the x86 series of instruction sets found in most personal computers (PCs). It also manufactures chipsets, network interface controllers, flash memory, graphics processing units (GPUs), field-programmable gate arrays (FPGAs), and other devices related to communications and computing. Intel has a strong presence in the high-performance general-purpose and gaming PC market with its Intel Core line of CPUs, whose high-end models are among the fastest consumer CPUs, as well as its Intel Arc series of GPUs, and sponsors the Intel Extreme Masters, a series of international esports tournaments. The Open Source Technology Center at Intel hosts PowerTOP and LatencyTOP, and supports other open source projects such as Wayland, Mesa, Threading Building Blocks (TBB), and Xen.
Intel (Integrated electronics) was founded on July 18, 1968, by semiconductor pioneers Gordon Moore (of Moore's law) and Robert Noyce, along with investor Arthur Rock, and is associated with the executive leadership and vision of Andrew Grove. The company was a key component of the rise of Silicon Valley as a high-tech center, as well as being an early developer of SRAM and DRAM memory chips, which represented the majority of its business until 1981. Although Intel created the world's first commercial microprocessor chip in 1971, it was not until the success of the PC in the early 1990s that this became its primary business.
During the 1990s, the partnership between Microsoft Windows and Intel, known as ""Wintel"", became instrumental in shaping the PC landscape and solidified Intel's position on the market. As a result, Intel invested heavily in new microprocessor designs in the mid to late 1990s, fostering the rapid growth of the computer industry. During this period, it became the dominant supplier of PC microprocessors and was known for aggressive and anti-competitive tactics in defense of its market position, particularly against AMD, as well as a struggle with Microsoft for control over the direction of the PC industry. 

Since the 2000s and especially the late 2010s, Intel has faced increasing competition from AMD, resulting in a significant decline of its dominance and market share in the PC market. Nevertheless, with a 68.4% market share as of 2023, Intel still leads the x86 market by a wide margin."
Keysight,"Keysight Technologies, Inc., or Keysight, is an American company that manufactures electronics test and measurement equipment and software. The name is a blend of key and insight. The company was formed as a spin-off of Agilent Technologies, which inherited and rebranded the test and measurement product lines developed and produced from the late 1960s to the turn of the millennium by Hewlett-Packard's Test & Measurement division."
Martin Marietta Materials,"Martin Marietta Materials, Inc. is an American company and a member of the S&P 500 Index. The company is a supplier of aggregates and heavy building materials, with operations spanning 26 states, Canada and the Caribbean. In particular, Martin Marietta Materials supplies resources for the construction of roads, sidewalks and foundations."
RTX Corporation,"RTX Corporation, formerly Raytheon Technologies Corporation, is an American multinational aerospace and defense conglomerate headquartered in Arlington, Virginia. It is one of the largest aerospace and defense manufacturers in the world by revenue and market capitalization, as well as one of the largest providers of intelligence services. In 2023, the company's seat in Forbes Global 2000 was 79. RTX manufactures aircraft engines, avionics, aerostructures, cybersecurity solutions, guided missiles, air defense systems, satellites, and drones. The company is also a large military contractor, getting a significant portion of its revenue from the U.S. government.
The company is the result of the merger of equals between the aerospace subsidiaries of United Technologies Corporation (UTC) and the Raytheon Company, which was completed on April 3, 2020. Before the merger, UTC spun off its non-aerospace subsidiaries Otis Elevator Company and Carrier Corporation. UTC is the nominal survivor of the merger but it changed its name to Raytheon Technologies and moved its headquarters to Waltham, Massachusetts. Former UTC CEO and chairman Gregory J. Hayes is chairman and CEO of the combined company.
The company, which changed its name to RTX in July 2023, has three subsidiaries: Collins Aerospace, Pratt & Whitney, and Raytheon (formerly Raytheon Intelligence & Space and Raytheon Missiles & Defense)."
Revvity,"Revvity, Inc. is an American company in the life sciences and diagnostics business that is focused on selling to the pharmaceutical and biotechnology industries, especially in relation to approaches making use of new cell therapy or gene therapy developments. Its origins lie with the long-existing company PerkinElmer, which has been in a variety of business lines.  
In 2022, a split of PerkinElmer resulted in one part, comprising its applied, food and enterprise services businesses, being sold to the private equity firm New Mountain Capital for $2.45 billion and thus no longer being public but keeping the PerkinElmer name. The other part, comprising the life sciences and diagnostics businesses, remained public but required a new name, which in 2023 was announced as Revvity, Inc. From the perspective of Revvity, the goal of creating a separate company was that its businesses might show greater profit margins and more in the way of growth potential.  An associated goal was to have more financial flexibility moving forward.  On May 16, 2023, the PerkinElmer stock symbol PKI was replaced by the new symbol RVTY.
The name 'Revvity' itself was formed from a combination of the words ""revolution"" (abrupt change, in English) and ""vita"" (life, in Latin).  It was the larger of the two splitees: of around 17,000 employees of the public PerkinElmer, about 11,000 of them were assigned to it, while some 6,000 went to the newly private PerkinElmer.  Initial annual revenues for Revvity were estimated at about $3 billion.  Singh and some other senior executives came to Revvity from PerkinElmer, while others were new hires. Headquarters for Revvity were kept in the same town as the old PerkinElmer, that being Waltham, Massachusetts.
Compared with its PerkinElmer past, Revvity was de-emphasizing medical devices in favor of an approach based on reagents and electronic commerce."
Parker Hannifin,"Parker Hannifin Corporation, originally Parker Appliance Company, usually referred to as just Parker, is an American corporation specializing in motion and control technologies. Its corporate headquarters are in Mayfield Heights, Ohio, in Greater Cleveland (with a Cleveland mailing address). 
The company was founded in 1917 and has been publicly traded on the NYSE since December 9, 1964. The firm is one of the largest companies in the world in motion control technologies, including aerospace, climate control, electromechanical, filtration, fluid and gas handling, hydraulics, pneumatics, process control, and sealing and shielding. Parker employs about 55,000 people globally.
In 2022, the company was ranked 253 in the Fortune 500."
Invitation Homes,"Invitation Homes Inc. is a public company traded on the New York Stock Exchange. It is headquartered in the Comerica Bank Tower in Dallas, Texas. Dallas B. Tanner is chief executive officer. As of 2017, the company was reportedly the largest owner of single-family rental homes in the United States. As of December 2022, the company owned about 83,000 rental homes in 16 markets."
Omnicom Group,"Omnicom Group Inc. is an American global media, marketing and corporate communications holding company, headquartered in New York City.
Omnicom's branded networks and specialty firms provide services in four disciplines: advertising, customer relationship management (CRM), public relations and specialty services. The services included in these disciplines are media planning and buying, digital and interactive marketing, sports and events marketing, field marketing and brand consultancy. Omnicom Group was ranked as one of the four largest advertising agencies in the world by The New York Times in 2002. In 2014, Omnicom was considered the second largest advertising holding company by The Wall Street Journal. The company employs more than 77,000 employees in over 100 countries worldwide."
PPL Corporation,"PPL Corporation is an energy company headquartered in Allentown, Pennsylvania in the Lehigh Valley region of eastern Pennsylvania. The company is publicly traded on the New York Stock Exchange as NYSE: PPL and is part of the S&P 500. As of 2022, the company had $7.9 billion in revenue, 6,500 employees, over $37 billion in assets, and serves 3.6 million customers."
Public Storage,"Public Storage is an American international self storage company headquartered in Glendale, California, that is run as a real estate investment trust (REIT). It is the largest brand of self-storage services in the US. In 2008, it was the largest of four publicly traded storage REITs. There are more than 2,200 Public Storage self-storage locations in the US, Canada and Europe. It also owns 42 percent of an office parks subsidiary, sells packing supplies, and provides other services. As a REIT, it is owned by real estate investors, who receive more than 90 percent of the company's profits as a return-on-investment.
Public Storage Inc. was founded in 1972 by B. Wayne Hughes and Kenneth Volk Jr. It grew to 1,000 locations by 1989, using funding from investors in real estate limited partnerships (RELPs). The private company was re-structured as a publicly traded REIT in 1995, when Storage Equities merged with Public Storage and adopted its name. In 2006 it acquired Shurgard Storage Centers in a $5.5 billion transaction. Shurgard has since been spun-out in to a separate publicly traded entity, with Public Storage retaining 36.6% of the company."
Intercontinental Exchange,"Intercontinental Exchange, Inc. (ICE) is an American company formed in 2000 that operates global financial exchanges and clearing houses and provides mortgage technology, data and listing services. Listed on the Fortune 500, S&P 500, and Russell 1000, the company owns exchanges for financial and commodity markets, and operates 12 regulated exchanges and marketplaces.  This includes ICE futures exchanges in the United States, Canada, and Europe; the Liffe futures exchanges in Europe; the New York Stock Exchange; equity options exchanges; and OTC energy, credit, and equity markets.
ICE also owns and operates six central clearing houses: ICE Clear U.S., ICE Clear Europe, ICE Clear Singapore, ICE Clear Credit, ICE Clear Netherlands, and ICE NGX. ICE has offices in Atlanta, New York, London, Chicago, Bedford, Houston, Winnipeg, Amsterdam, Calgary, Washington, D.C., San Francisco, Pleasanton, Tel Aviv, Rome, Hyderabad, Singapore, and Melbourne."
Masco,"Masco Corporation is an American manufacturer of products for the home improvement and new home construction markets. Comprising more than 20 companies, the Masco conglomerate operates nearly 60 manufacturing facilities in the United States and over 20 in other parts of the world. Since 1969 it trades on the NYSE. Under the leadership of Richard Manoogian, the company grew exponentially and subsequently joined the Fortune 500 list of largest U.S. corporations.
As of 2007, Masco employed approximately 32,500 employees and has approximately 6,000 shareholders. The company is currently ranked at 373 on the Fortune 500.  As of December 31, 2007, Masco had a little over ten billion dollars in assets, and the company's total revenue was $11.77 billion. Total sales for the company in 2009 were 7.8 billion. In 2010, the company had worldwide sales of $7.6 billion and approximately 90 manufacturing facilities. As of August 2014, the CEO is Keith J. Allman."
Kimberly-Clark,"Kimberly-Clark Corporation is an American multinational consumer goods and personal care corporation that produces mostly paper-based consumer products. The company manufactures sanitary paper products and surgical & medical instruments. Kimberly-Clark brand name products include Kleenex facial tissue, Kotex feminine hygiene products, Cottonelle, Scott and Andrex toilet paper, Wypall utility wipes, KimWipes scientific cleaning wipes and Huggies disposable diapers and baby wipes.
Founded in Neenah, Wisconsin, in 1872 and based in the Las Colinas section of Irving, Texas, since 1985, the company operated its own paper mills around the world for decades, but closed the last of those in 2012. With recent annual revenues topping $18 billion per year, Kimberly-Clark is regularly listed among the Fortune 500. As of March 2020, the company had approximately 40,000 employees."
JPMorgan Chase,"JPMorgan Chase & Co. is an American multinational finance company headquartered in New York City and incorporated in Delaware. It is the largest bank in the United States and the world's largest bank by market capitalization as of 2023. As the largest of Big Four banks, the firm is considered systemically important by the Financial Stability Board. Its size and scale have often led to enhanced regulatory oversight as well as the maintenance of an internal ""Fortress Balance Sheet"". The firm is headquartered at 383 Madison Avenue in Midtown Manhattan and is set to move into the under-construction JPMorgan Chase Building at 270 Park Avenue in 2025.
The firm's early history can be traced to 1799, with the founding of what became the Chase Manhattan Company. In 1871, J.P. Morgan & Co. was founded by J. P. Morgan who launched the House of Morgan on 23 Wall Street as a national purveyor of commercial, investment, and private banking services. The present company was formed after the two predecessor firms merged in 2000, creating a diversified holding entity. It is a major provider of investment banking services, through corporate advisory, mergers and acquisitions, sales and trading, and public offerings. Their private banking franchise and asset management division are among the world's largest in terms of total assets. Its retail banking and credit card offerings are provided via the Chase brand in the U.S. and United Kingdom.
With US$3.9 trillion in total assets, JPMorgan Chase is the fifth-largest bank in the world by assets. The firm operates the largest investment bank in the world by revenue. It occupies 24th place on the Fortune 500 list of the largest U.S. corporations by revenue. In 2023, JPMorgan Chase was ranked #1 in the Forbes Global 2000 ranking. It receives routine criticism for its risk management, broad financing activities, and large-scale legal settlements."
Realty Income,"Realty Income Corporation is a real estate investment trust that invests in free-standing, single-tenant commercial properties in the United States, Spain and the United Kingdom that are subject to NNN Leases. The company is organized in Maryland with its headquarters in San Diego, California.
The company is one of a few real estate investment trusts that pays dividends monthly, rather than quarterly, and has registered a trademark for the phrase ""The Monthly Dividend Company""."
Robert Half,"Robert Half International Inc., commonly known as Robert Half, is an international human resource consulting firm founded in 1948, based in Menlo Park and San Ramon, California. It is a member of the S&P 500, and is among the world's largest accounting and finance staffing firms, with over 345 locations worldwide.
Through its Accountemps, Finance & Accounting, and Management Resources divisions, the company provides staff in the fields of accounting and finance. Other divisions include Robert Half Technology, providing software, application, IT infrastructure and operations professionals; Office Team, which specializes in administrative and customer service staffing; The Creative Group, which focuses on design, artistic, and creative talent; and Robert Half Legal, which provides staffing for legal professionals. In 2002, Robert Half founded a subsidiary, Protiviti Inc., to provide internal audit, financial, operations, technology, governance, and risk consulting services."
Paychex,"Paychex, Inc., headquartered in Rochester, New York, is a provider of human resources, payroll, and employee benefits outsourcing services for small- to medium-sized businesses. The company has more than 100 offices serving approximately 740,000 payroll clients in the U.S. and Europe. Paychex is ranked 681st on the Fortune 500 list of largest corporations by revenue."
IQVIA,"IQVIA, formerly Quintiles and IMS Health, Inc., is an American Fortune 500 and S&P 500 multinational company serving the combined industries of health information technology and clinical research. IQVIA is a provider of biopharmaceutical development, professional consulting and commercial outsourcing services, focused primarily on Phase I-IV clinical trials and associated laboratory and analytical services, including investment strategy and management consulting services. It has a network of more than 88,000 employees in more than 100 countries and a market capitalization of US$49 billion as of August 2021. As of 2023, IQVIA was reported to be one of the world's largest contract research organizations (CRO)."
Onsemi,"ON Semiconductor Corporation (stylized and doing business as onsemi) is an American semiconductor supplier company, based in Scottsdale, Arizona. Products include power and signal management, logic, discrete, and custom devices for automotive, communications, computing, consumer, industrial, LED lighting, medical, military/aerospace and power applications. onsemi runs a network of manufacturing facilities, sales offices and design centers in North America, Europe, and the Asia Pacific regions. Based on its 2016 revenues of $3.907 billion, onsemi ranked among the worldwide top 20 semiconductor sales leaders, and was ranked No. 483 on the 2022 Fortune 500 based on its 2021 sales."
Principal Financial Group,"Principal Financial Group is an American global financial investment management and insurance company headquartered in Des Moines, Iowa, U.S."
PulteGroup,"PulteGroup, Inc. is an American residential home-construction company based in Atlanta, Georgia, United States. As of 2023, the company is the third-largest home-construction company in the United States based on the number of homes closed. In total, the company has built over 775,000 homes.
The company operates in 44 markets in 23 states. In 2021, it ranked 284th on the Fortune 500. The company was founded by Bill Pulte in Michigan, and moved its headquarters to Atlanta in 2014. Since 2016, Ryan Marshall has been the president and CEO of the company."
International Flavors & Fragrances,"International Flavors & Fragrances Inc. (IFF) is an American corporation that creates products across taste, texture, scent, nutrition, enzymes, cultures, soy proteins, and probiotics categories, which it markets globally. It is headquartered in New York City and has creative, sales, and manufacturing facilities in 44 different countries. The company is a member of the S&P 500 index."
Kimco Realty,"Kimco Realty Corporation is a Jericho, New York-based real estate investment trust that invests in shopping centers."
Northrop Grumman,"Northrop Grumman Corporation is an American multinational aerospace and defense technology company. With 95,000 employees and an annual revenue in excess of $30 billion, it is one of the world's largest weapons manufacturers and military technology providers. The firm ranked No. 101 on the 2022 Fortune 500 list of America's largest corporations.
Northrop Grumman and its industry partners have won the Collier Trophy nine times, most recently for work on the James Webb Space Telescope.
Northrop Grumman leads the development of the B-21 Raider, a long-range, stealth strategic bomber that can drop conventional and nuclear weapons; it will replace Northrop's own B-2 Spirit, the world's only known stealth bomber. Among its other projects are the development and production of the James Webb Space Telescope, an orbiting observatory launched in 2021, and the production of the solid rocket boosters for NASA's Space Launch System program. It was the sole bidder on the Air Force's Ground Based Strategic Deterrent program, which aims to develop and build a new intercontinental ballistic missile."
Regency Centers,"Regency Centers Corporation is a real estate investment trust based in Jacksonville, Florida and is one of the largest operators of shopping centers with grocery stores as anchor tenants. As of October 21, 2020, the company owned 415 properties comprising 56 million square feet of space. Notable properties owned by the company include Serramonte Center and a 30% interest in Village District."
Rockwell Automation,"Rockwell Automation, Inc. is an American provider of industrial automation and digital transformation technologies. Brands include Allen-Bradley, FactoryTalk software and LifecycleIQ Services.
Headquartered in Milwaukee, Wisconsin, Rockwell Automation employs approximately 26,000 people and has customers in more than 100 countries worldwide. The Fortune 500 company reported global sales at $7.8 billion for the fiscal year 2022."
Juniper Networks,"Juniper Networks, Inc. is an American multinational corporation headquartered in Sunnyvale, California. The company develops and markets networking products, including routers, switches, network management software, network security products, and software-defined networking technology.
The company was founded in 1996 by Pradeep Sindhu, with Scott Kriens as the first CEO, who remained until September 2008. Kriens has been credited with much of Juniper's early market success. It received several rounds of funding from venture capitalists and telecommunications companies before going public in 1999. Juniper grew to $673 million in annual revenues by 2000. By 2001 it had a 37% share of the core routers market, challenging Cisco's once-dominant market-share. It grew to US$4 billion in revenues by 2004 and $4.63 billion in 2014. Juniper appointed Kevin Johnson as CEO in 2008, Shaygan Kheradpir in 2013 and Rami Rahim in 2014.
Juniper Networks originally focused on core routers, which are used by internet service providers (ISPs) to perform IP address lookups and direct internet traffic. Through the acquisition of Unisphere, in 2002, the company entered the market for edge routers, which are used by ISPs to route internet traffic to individual consumers. In 2003, Juniper entered the IT security market with its own JProtect security toolkit before acquiring security company NetScreen Technologies the following year. In the early 2000s, Juniper entered the enterprise segment, which accounted for one-third of its revenues by 2005. Since 2014, Juniper has been focused on developing new software-defined networking products. In early 2024, Juniper agreed to be bought out by Hewlett Packard Enterprise (HPE) for approximately $14 billion."
Paycom,"Paycom Software, Inc., known simply as Paycom, is an American online payroll and human resource software provider based in Oklahoma City, Oklahoma with offices throughout the United States. It is attributed with being one of the first fully online payroll providers. It has been recognized by Fortune and Forbes as one of the fastest-growing publicly traded companies in the world, and as one of the World's Most Innovative Enterprise Companies by Fast Company in 2022. Founded in 1998, it reported annual revenue of $1.375 billion for 2022, up from $1.06 billion for 2021."
Iron Mountain,Iron Mountain may refer to:
Procter & Gamble,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health/consumer health, personal care and hygiene products; these products are organized into several segments including beauty; grooming; health care; fabric and home care; and baby, feminine, and family care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages. P&G is incorporated in Ohio.
In 2014, P&G recorded $83.1 billion in sales. On August 1, 2014, P&G announced it was streamlining the company, dropping and selling off around 100 brands from its product portfolio in order to focus on the remaining 65 brands, which produced 95% of the company's profits. A.G. Lafley, the company's chairman and CEO until October 2015, said the future P&G would be ""a much simpler, much less complex company of leading brands that's easier to manage and operate"". In 2023, the company was ranked 55th in the Forbes Global 2000.
Jon Moeller is the current president and CEO of P&G."
Oneok,"Oneok, Inc. ( WUN-oke) is an American diversified corporation focused primarily on the natural gas industry, and headquartered in Tulsa, Oklahoma. The company is part of the Fortune 500 and S&P 500.  Oneok was founded in 1906 as Oklahoma Natural Gas Company, but it changed its corporate name to Oneok in December 1980. It also owns major natural gas liquids (NGL) systems due to the 2005 acquisition of Koch Industries natural gas businesses.
Oneok's Energy Services operation focuses primarily on marketing natural gas and related services throughout the U.S. Energy Services, which derives more than 84 percent of its earnings from the physical marketing business, showed an operating income increase of $26.5 million. Energy Services’ retail business participates in customer gas choice program in Nebraska and Wyoming.
Oneok's predecessor, Oklahoma Natural Gas Company (ONG), had been headquartered in an Art Deco building on the northwest corner of Seventh Street and Boston Avenue in Tulsa since 1928. In 1982, Oneok chairman, J. E. Tyree, announced plans to demolish the ONG building and replace it with a new 16-story tower. However, this did not happen. Instead, Oneok bought a new Cities Service Company building still under construction (later renamed Citgo) in August, 1982. The Cities Service Company, undergoing financial difficulties, already had a project underway to build a high-rise headquarters building at Fifth and Boulder. Oneok realized that it would be more economical to cap the planned structure at 17 stories and move its headquarters there, rather than to proceed with its original plan. It completed the new black granite and glass tower in 1984.
In 2009, Oneok sponsored the construction of Oneok Field, the new Tulsa Drillers minor league baseball stadium in downtown Tulsa."
Qorvo,"Qorvo, Inc. is an American multinational company specializing in products for wireless, wired, and power markets.  The company was created by the merger of TriQuint Semiconductor and RF Micro Devices, which was announced in 2014 and completed on January 1, 2015.  It trades on Nasdaq under the ticker symbol QRVO.  The headquarters for the company originally were in both Hillsboro, Oregon (home of TriQuint), and Greensboro, North Carolina (home of RFMD), but in mid-2016 the company began referring to its North Carolina site as its exclusive headquarters."
Franklin Templeton Investments,"Franklin Resources, Inc. is an American multinational holding company that, together with its subsidiaries, is referred to as Franklin Templeton; it is a global investment firm founded in New York City in 1947 as Franklin Distributors, Inc. It is listed on the New York Stock Exchange under the ticker symbol BEN, in honor of Benjamin Franklin, for whom the company is named, and who was admired by founder Rupert Johnson Sr. In 1973, the company's headquarters moved from New York to San Mateo, California."
International Paper,"The International Paper Company is an American pulp and paper company, the largest such company in the world. It has approximately 56,000 employees, and is headquartered in Memphis, Tennessee."
Kinder Morgan,"Kinder Morgan, Inc. is one of the largest energy infrastructure companies in North America.  The company specializes in owning and controlling oil and gas pipelines and terminals.
Kinder Morgan owns an interest in or operates approximately 83,000 mi (134,000 km) of pipelines and 143 terminals. The company's pipelines transport natural gas, liquefied natural gas, ethanol, biodiesel, hydrogen, refined petroleum products, crude oil, carbon dioxide, and more. Kinder Morgan also stores or handles a variety of products and materials at their terminals such as gasoline, jet fuel, ethanol, coal, petroleum coke, and steel.
The company has approximately 72,000 mi (116,000 km) of natural gas pipelines and is the largest natural gas pipeline operator in the United States, moving about 40 percent of the natural gas consumed in the country. The company previously had built a major presence in Canada with the Trans Mountain pipeline, but that infrastructure is now publicly owned and operated. The company's CO2 division traditionally provides carbon dioxide (CO2) for enhanced oil recovery projects in North America, but also increasingly for carbon sequestration efforts."
Regeneron Pharmaceuticals,"Regeneron Pharmaceuticals, Inc. is an American biotechnology company headquartered in Westchester County, New York. The company was founded in 1988.  Originally focused on neurotrophic factors and their regenerative capabilities, giving rise to its name, the company then branched out into the study of both cytokine and tyrosine kinase receptors, which gave rise to their first product, which is a VEGF-trap."
"Rollins, Inc.","Rollins, Inc. is a North American pest control company serving residential and commercial clients. Operating globally through its wholly owned subsidiaries, Orkin, Inc., PCO Services (now Orkin Canada), HomeTeam Pest Defense, Western Pest Services, Industrial Fumigant Company, TruTech, Critter Control, Crane, Waltham, OPC Services, PermaTreat, Northwest Exterminating, McCall Service and Clark Pest Control, as well UK subsidiaries Integrated Pest Management Limited, Safeguard Pest Control, NBC Environment, Europest Environmental Services, Guardian Pest Control, Ames, and Kestrel, with Australian subsidiaries Allpest, Scientific Pest Control, Murray Pest Control and Statewide Pest Control, and Singapore subsidiary Aardwolf Pestkare, the company provides pest control services and protection against termite damage, rodents and insects to over 2.8 million customers in the US, Canada, United Kingdom, Mexico, Central America, the Caribbean, the Middle East and Asia from over 800 locations.
The United States accounted for 92.7% of net sales. Net sales by activity:

insect control and residential deratisation (45%);
insect control and deratisation for companies (mainly agribusiness, catering, healthcare, hospitality, food distribution companies) (33.9%);
termite extermination (19.9%);
other (1.2%)."
Kellogg's,"Kellanova (formerly known as the Kellogg Company) is an American multinational food manufacturing company headquartered in Chicago, Illinois, US. Kellogg's produces and markets convenience foods and snack foods, including crackers and toaster pastries, cereal, and markets their products by several well-known brands including the Kellogg's brand itself, Rice Krispies Treats, Pringles, Eggo, and Cheez-It, along with cereal internationally such as Corn Flakes, Rice Krispies, Frosties and Coco Pops.
Kellogg's products are manufactured and marketed in over 180 countries. Kellanova's largest factory is at Trafford Park in Trafford, Greater Manchester, United Kingdom, which is also the location of its UK headquarters. Other corporate office locations outside of Chicago include Battle Creek, Dublin (European Headquarters), Shanghai, and Querétaro City, Mexico. Kellogg's held a Royal Warrant from Queen Elizabeth II until her death in 2022.
Kellogg's was split into two companies on October 2, 2023, with WK Kellogg Co owning the North American cereal division, and the existing company being rebranded to Kellanova, owning snack brands such as Pop-Tarts and Pringles alongside the international cereal division. The purpose of the split was to separate the faster growing convenience food, and international cereal products market, from the slower growth North American cereal market. ""Kellogg's"" itself became a brand name of both companies."
PayPal,"PayPal Holdings, Inc. is an American multinational financial technology company operating an online payments system in the majority of countries that support online money transfers; it serves as an electronic alternative to traditional paper methods such as checks and money orders. The company operates as a payment processor for online vendors, auction sites and many other commercial users, for which it charges a fee.
Established in 1998 as Confinity, PayPal went public through an IPO in 2002. It became a wholly owned subsidiary of eBay later that year, valued at $1.5 billion. In 2015 eBay spun off PayPal to its shareholders, and PayPal became an independent company again.
The company was ranked 143rd on the 2022 Fortune 500 of the largest United States corporations by revenue. Since 2023 PayPal is a member of the MACH Alliance."
J. B. Hunt,"J.B. Hunt Transport Services, Inc. is an American transportation and logistics company based in Lowell, Arkansas. It was founded by Johnnie Bryan Hunt and Johnelle Hunt in Arkansas on August 10, 1961. By 1983, J.B. Hunt had grown into the 80th largest trucking firm in the US, with $623.47 million in revenue. At that time J.B. Hunt operated 550 tractors, 1,049 trailers, and had roughly 1,050 employees. J.B. Hunt primarily operates semi-trailer trucks and provides transportation services throughout the continental US, Canada and Mexico. As of 2020 the company employs over 24,000 people and operates more than 12,000 trucks. The company's fleet consists of over 145,000 trailers and containers."
Progressive Corporation,"The Progressive Corporation is an American insurance company. In late 2022, Progressive became the largest motor insurance carrier in the U.S. The company was co-founded in 1937 by Jack Green and Joseph M. Lewis, and is headquartered in Mayfield Village, Ohio. The company insures passenger vehicles, motorcycles, RVs, trailers, boats, PWC, and commercial vehicles. Progressive also provides home, life, pet, and other insurance through select companies. Additionally, Progressive offers auto insurance in Australia.
The company ranked #88 on the 2023 Fortune 500 list of the top American corporations."
Oracle Corporation,"Oracle Corporation is an American multinational computer technology company headquartered in Austin, Texas, United States. In 2020, Oracle was the third-largest software company in the world by revenue and market capitalization. In 2023, the company’s seat in Forbes Global 2000 was 80. The company sells database software (particularly the Oracle Database) and cloud computing. Oracle's core application software is a suite of enterprise software products, such as enterprise resource planning (ERP) software, human capital management (HCM) software, customer relationship management (CRM) software, enterprise performance management (EPM) software, Customer Experience Commerce (CX Commerce) and supply chain management (SCM) software."
Norwegian Cruise Line Holdings,"Norwegian Cruise Line Holdings (NCLH) is a holding company that is domiciled in Bermuda and based in the United States. It operates three cruise lines as wholly owned subsidiaries: Norwegian Cruise Line, Oceania Cruises, and Regent Seven Seas Cruises. With its subsidiaries combined, it is the third-largest cruise operator in the world. It is a publicly traded company listed on the New York Stock Exchange."
Quanta Services,"Quanta Services is an American corporation that provides infrastructure services for electric power, pipeline, industrial and communications industries. Capabilities include the planning, design, installation, program management, maintenance and repair of most types of network infrastructure. In June 2009, Quanta Services was added to the S&P 500 index, replacing Ingersoll-Rand.
Quanta Services employs about 40,000 people. Its operating companies achieved combined revenues of about $11 billion in 2018. It is headquartered in Houston, Texas. In 1998, Quanta went public on the New York Stock Exchange under the ticker symbol PWR."
Freeport-McMoRan,"Freeport-McMoRan Inc., often called Freeport, is an American mining company based in the Freeport-McMoRan Center, in Phoenix, Arizona. The company is the world's largest producer of molybdenum, a major copper producer and operates the world's largest gold mine, the Grasberg mine in Papua, Indonesia."
KLA Corporation,"KLA Corporation is an American capital equipment company based in Milpitas, California. It supplies process control and yield management systems for the semiconductor industry and other related nanoelectronics industries. The company's products and services are intended for all phases of wafer, reticle, integrated circuit (IC) and packaging production, from research and development to final volume manufacturing."
Roper Technologies,"Roper Technologies, Inc. (formerly Roper Industries, Inc.) is an American diversified industrial company based in Sarasota, Florida."
Regions Financial Corporation,"Regions Financial Corporation is an American bank holding company headquartered in the Regions Center in Birmingham, Alabama. The company provides retail and commercial banking, trust, stock brokerage, and mortgage services. Its banking subsidiary, Regions Bank, operates about 2,000 automated teller machines and 1,300 branches in 15 states in the Southern and Midwestern United States. Regions is ranked 483rd on the Fortune 500 and 140th on Fortune's list of ""America's Most Innovative Companies. Component headquartered in Alabama, Regions is also on the list of largest banks in the United States.
Regions is ranked 434th on the Fortune 500 and is component headquartered in Alabama. Regions is also on the list of largest banks in the United States.
Regions is the largest deposit holder in Alabama and Tennessee. It is also one of the largest deposit holders in Arkansas, Louisiana, Mississippi, and Florida.
The company sponsors Regions Field, a Minor League Baseball stadium in Birmingham, Alabama, and the Tradition golf tournament. It sponsored the Regions Charity Classic, a golf tournament held in 2009 and 2010.
The company has a partnership with Operation HOPE, Inc. to provide free financial education to underserved communities. In 2019, the company expanded its Workday, Inc. system in partnership with EnterpriseAlumni to engage and enable ex-employees to extend their corporate social responsibility initiatives."
Kenvue,"Kenvue Inc. is an American consumer health company. Formerly the Consumer Healthcare division of Johnson & Johnson, Kenvue is the proprietor of well-known brands such as Aveeno, Band-Aid, Benadryl, Zyrtec, Johnson's, Listerine, Mylanta, Neutrogena, Trosyd, Tylenol, and Visine.
Kenvue is headquartered in the Skillman section of Montgomery Township, New Jersey, with plans to relocate its global headquarters to Summit, New Jersey. Before the spin-off, Johnson & Johnson's consumer health division was based in Skillman, even as its pharmaceutical division and medical technologies division, as well as the overall company headquarters, were located in nearby New Brunswick, New Jersey."
